as_of_year,state_abbr,loan_purpose_name,loan_type_name,action_taken_name,count
2014,IA,Refinancing,FHA-insured,Application denied by financial institution,1401
2014,ID,Refinancing,VA-guaranteed,Loan originated,1502
2014,IN,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,256
2014,IN,Home purchase,FHA-insured,Loan originated,15261
2014,IN,Home purchase,FHA-insured,Application denied by financial institution,2932
2014,IN,Home purchase,FHA-insured,Application approved but not accepted,772
2014,IN,Home purchase,Conventional,Loan originated,45612
2014,IN,Home purchase,Conventional,Application denied by financial institution,6377
2014,IN,Home purchase,Conventional,Application approved but not accepted,2689
2014,IL,Refinancing,VA-guaranteed,Loan originated,3370
2014,IL,Refinancing,VA-guaranteed,Application denied by financial institution,1774
2014,ID,Refinancing,Conventional,Application denied by financial institution,5678
2014,ID,Refinancing,Conventional,Application approved but not accepted,1085
2014,ID,Home purchase,VA-guaranteed,Loan originated,2455
2014,ID,Home purchase,VA-guaranteed,Application denied by financial institution,309
2014,ID,Home purchase,VA-guaranteed,Application approved but not accepted,74
2014,ID,Home purchase,FSA/RHS-guaranteed,Loan originated,1356
2014,IL,Refinancing,FHA-insured,Application approved but not accepted,516
2014,IN,Refinancing,VA-guaranteed,Application denied by financial institution,1802
2014,IN,Refinancing,VA-guaranteed,Application approved but not accepted,261
2014,IN,Refinancing,FSA/RHS-guaranteed,Loan originated,35
2014,IN,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,25
2014,IN,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,7
2014,IN,Refinancing,FHA-insured,Loan originated,6087
2014,IN,Refinancing,FHA-insured,Application denied by financial institution,4847
2014,IN,Refinancing,FHA-insured,Application approved but not accepted,605
2014,IN,Refinancing,Conventional,Loan originated,39695
2014,IL,Home purchase,FHA-insured,Loan originated,21479
2014,IL,Home purchase,FHA-insured,Application denied by financial institution,6114
2014,IL,Home purchase,FHA-insured,Application approved but not accepted,1010
2014,IL,Home purchase,Conventional,Loan originated,94483
2014,IL,Home purchase,Conventional,Application denied by financial institution,13800
2014,IL,Home purchase,Conventional,Application approved but not accepted,4712
2014,IN,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,864
2014,KS,Refinancing,Conventional,Loan originated,16091
2014,KS,Refinancing,Conventional,Application denied by financial institution,5471
2014,KS,Refinancing,Conventional,Application approved but not accepted,1085
2014,KS,Home purchase,VA-guaranteed,Loan originated,2867
2014,KS,Home purchase,VA-guaranteed,Application denied by financial institution,374
2014,KS,Home purchase,VA-guaranteed,Application approved but not accepted,65
2014,KS,Home purchase,FSA/RHS-guaranteed,Loan originated,1220
2014,KS,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,316
2014,KS,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,79
2014,IL,Refinancing,VA-guaranteed,Application approved but not accepted,191
2014,IL,Refinancing,FSA/RHS-guaranteed,Loan originated,54
2014,IL,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,48
2014,IL,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,14
2014,IL,Refinancing,FHA-insured,Loan originated,6644
2014,IL,Refinancing,FHA-insured,Application denied by financial institution,5003
2014,IN,Refinancing,VA-guaranteed,Loan originated,3335
2014,KY,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,150
2014,KY,Home purchase,FHA-insured,Loan originated,6804
2014,KY,Home purchase,FHA-insured,Application denied by financial institution,1722
2014,KY,Home purchase,FHA-insured,Application approved but not accepted,439
2014,KY,Home purchase,Conventional,Loan originated,27262
2014,KY,Home purchase,Conventional,Application denied by financial institution,8584
2014,KY,Home purchase,Conventional,Application approved but not accepted,3811
2014,KS,Refinancing,VA-guaranteed,Loan originated,1653
2014,KS,Refinancing,VA-guaranteed,Application denied by financial institution,720
2014,IN,Refinancing,Conventional,Application denied by financial institution,19422
2014,IN,Refinancing,Conventional,Application approved but not accepted,2673
2014,IN,Home purchase,VA-guaranteed,Loan originated,4426
2014,IN,Home purchase,VA-guaranteed,Application denied by financial institution,825
2014,IN,Home purchase,VA-guaranteed,Application approved but not accepted,180
2014,IN,Home purchase,FSA/RHS-guaranteed,Loan originated,4691
2014,KS,Refinancing,FHA-insured,Application approved but not accepted,131
2014,KY,Refinancing,VA-guaranteed,Application denied by financial institution,1412
2014,KY,Refinancing,VA-guaranteed,Application approved but not accepted,204
2014,KY,Refinancing,FSA/RHS-guaranteed,Loan originated,43
2014,KY,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,27
2014,KY,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,7
2014,KY,Refinancing,FHA-insured,Loan originated,2832
2014,KY,Refinancing,FHA-insured,Application denied by financial institution,2416
2014,KY,Refinancing,FHA-insured,Application approved but not accepted,355
2014,KY,Refinancing,Conventional,Loan originated,23831
2014,KS,Home purchase,FHA-insured,Loan originated,5390
2014,KS,Home purchase,FHA-insured,Application denied by financial institution,886
2014,KS,Home purchase,FHA-insured,Application approved but not accepted,171
2014,KS,Home purchase,Conventional,Loan originated,21079
2014,KS,Home purchase,Conventional,Application denied by financial institution,2491
2014,KS,Home purchase,Conventional,Application approved but not accepted,1159
2014,KY,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,822
2014,LA,Refinancing,Conventional,Loan originated,25754
2014,LA,Refinancing,Conventional,Application denied by financial institution,11770
2014,LA,Refinancing,Conventional,Application approved but not accepted,2181
2014,LA,Home purchase,VA-guaranteed,Loan originated,3640
2014,LA,Home purchase,VA-guaranteed,Application denied by financial institution,679
2014,LA,Home purchase,VA-guaranteed,Application approved but not accepted,123
2014,LA,Home purchase,FSA/RHS-guaranteed,Loan originated,4907
2014,LA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,1189
2014,LA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,204
2014,KS,Refinancing,VA-guaranteed,Application approved but not accepted,77
2014,KS,Refinancing,FSA/RHS-guaranteed,Loan originated,12
2014,KS,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,16
2014,KS,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2014,KS,Refinancing,FHA-insured,Loan originated,1745
2014,KS,Refinancing,FHA-insured,Application denied by financial institution,1432
2014,KY,Refinancing,VA-guaranteed,Loan originated,2513
2014,MA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,33
2014,MA,Home purchase,FHA-insured,Loan originated,7600
2014,MA,Home purchase,FHA-insured,Application denied by financial institution,1839
2014,MA,Home purchase,FHA-insured,Application approved but not accepted,224
2014,MA,Home purchase,Conventional,Loan originated,59105
2014,MA,Home purchase,Conventional,Application denied by financial institution,5984
2014,MA,Home purchase,Conventional,Application approved but not accepted,1837
2014,LA,Refinancing,VA-guaranteed,Loan originated,2087
2014,LA,Refinancing,VA-guaranteed,Application denied by financial institution,1457
2014,KY,Refinancing,Conventional,Application denied by financial institution,11218
2014,KY,Refinancing,Conventional,Application approved but not accepted,1663
2014,KY,Home purchase,VA-guaranteed,Loan originated,3362
2014,KY,Home purchase,VA-guaranteed,Application denied by financial institution,610
2014,KY,Home purchase,VA-guaranteed,Application approved but not accepted,92
2014,KY,Home purchase,FSA/RHS-guaranteed,Loan originated,3938
2014,LA,Refinancing,FHA-insured,Application approved but not accepted,457
2014,MA,Refinancing,VA-guaranteed,Application denied by financial institution,1116
2014,MA,Refinancing,VA-guaranteed,Application approved but not accepted,63
2014,MA,Refinancing,FSA/RHS-guaranteed,Loan originated,13
2014,MA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,4
2014,MA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2014,MA,Refinancing,FHA-insured,Loan originated,1987
2014,MA,Refinancing,FHA-insured,Application denied by financial institution,1778
2014,MA,Refinancing,FHA-insured,Application approved but not accepted,129
2014,MA,Refinancing,Conventional,Loan originated,48528
2014,LA,Home purchase,FHA-insured,Loan originated,7644
2014,LA,Home purchase,FHA-insured,Application denied by financial institution,2224
2014,LA,Home purchase,FHA-insured,Application approved but not accepted,554
2014,LA,Home purchase,Conventional,Loan originated,27436
2014,LA,Home purchase,Conventional,Application denied by financial institution,10500
2014,LA,Home purchase,Conventional,Application approved but not accepted,4932
2014,MA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,224
2014,MD,Refinancing,Conventional,Loan originated,39566
2014,MD,Refinancing,Conventional,Application denied by financial institution,18038
2014,MD,Refinancing,Conventional,Application approved but not accepted,3102
2014,MD,Home purchase,VA-guaranteed,Loan originated,7185
2014,MD,Home purchase,VA-guaranteed,Application denied by financial institution,885
2014,MD,Home purchase,VA-guaranteed,Application approved but not accepted,317
2014,MD,Home purchase,FSA/RHS-guaranteed,Loan originated,2232
2014,MD,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,358
2014,MD,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,86
2014,LA,Refinancing,VA-guaranteed,Application approved but not accepted,237
2014,LA,Refinancing,FSA/RHS-guaranteed,Loan originated,28
2014,LA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,28
2014,LA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,14
2014,LA,Refinancing,FHA-insured,Loan originated,2366
2014,LA,Refinancing,FHA-insured,Application denied by financial institution,2821
2014,MA,Refinancing,VA-guaranteed,Loan originated,1652
2014,ME,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,59
2014,ME,Home purchase,FHA-insured,Loan originated,1262
2014,ME,Home purchase,FHA-insured,Application denied by financial institution,331
2014,ME,Home purchase,FHA-insured,Application approved but not accepted,51
2014,ME,Home purchase,Conventional,Loan originated,9419
2014,ME,Home purchase,Conventional,Application denied by financial institution,1870
2014,ME,Home purchase,Conventional,Application approved but not accepted,533
2014,MD,Refinancing,VA-guaranteed,Loan originated,5813
2014,MD,Refinancing,VA-guaranteed,Application denied by financial institution,2587
2014,MA,Refinancing,Conventional,Application denied by financial institution,16387
2014,MA,Refinancing,Conventional,Application approved but not accepted,2300
2014,MA,Home purchase,VA-guaranteed,Loan originated,2406
2014,MA,Home purchase,VA-guaranteed,Application denied by financial institution,362
2014,MA,Home purchase,VA-guaranteed,Application approved but not accepted,59
2014,MA,Home purchase,FSA/RHS-guaranteed,Loan originated,1100
2014,MD,Refinancing,FHA-insured,Application approved but not accepted,555
2014,ME,Refinancing,VA-guaranteed,Loan originated,714
2014,ME,Refinancing,VA-guaranteed,Application denied by financial institution,499
2014,ME,Refinancing,VA-guaranteed,Application approved but not accepted,83
2014,ME,Refinancing,FSA/RHS-guaranteed,Loan originated,11
2014,ME,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,6
2014,ME,Refinancing,FHA-insured,Loan originated,558
2014,ME,Refinancing,FHA-insured,Application denied by financial institution,611
2014,ME,Refinancing,FHA-insured,Application approved but not accepted,124
2014,ME,Refinancing,Conventional,Loan originated,8342
2014,MD,Home purchase,FHA-insured,Loan originated,13205
2014,MD,Home purchase,FHA-insured,Application denied by financial institution,2822
2014,MD,Home purchase,FHA-insured,Application approved but not accepted,584
2014,MD,Home purchase,Conventional,Loan originated,37475
2014,MD,Home purchase,Conventional,Application denied by financial institution,4757
2014,MD,Home purchase,Conventional,Application approved but not accepted,1912
2014,ME,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,355
2014,MI,Refinancing,FHA-insured,Application approved but not accepted,422
2014,MI,Refinancing,Conventional,Loan originated,71596
2014,MI,Refinancing,Conventional,Application denied by financial institution,28254
2014,MI,Refinancing,Conventional,Application approved but not accepted,4188
2014,MI,Home purchase,VA-guaranteed,Loan originated,4824
2014,MI,Home purchase,VA-guaranteed,Application denied by financial institution,1021
