as_of_year,state_code,state_abbr,msamd,msamd_name,total_applications,total_originated,total_denied,denial_rate,origination_rate,conventional_share,govt_backed_share,purchase_share,recovery_index
2014,8,CO,17820,Colorado Springs - CO,23919,19815,4104,0.1716,0.8284,0.5019,0.4949,0.5408,0.7833
2014,8,CO,19740,"Denver, Aurora, Lakewood - CO",108430,89764,18666,0.1721,0.8279,0.7654,0.2327,0.5369,0.8785
2014,8,CO,22660,Fort Collins - CO,12157,10282,1875,0.1542,0.8458,0.8155,0.1727,0.5794,0.9132
2014,8,CO,24300,Grand Junction - CO,4515,3655,860,0.1905,0.8095,0.6408,0.3258,0.5586,0.4566
2014,8,CO,24540,Greeley - CO,11776,9579,2197,0.1866,0.8134,0.6751,0.2885,0.5931,0.9197
2014,8,CO,39380,Pueblo - CO,4607,3417,1190,0.2583,0.7417,0.6115,0.3872,0.4691,0.6215
2014,9,CT,14860,"Bridgeport, Stamford, Norwalk - CT",19197,14892,4305,0.2243,0.7757,0.8853,0.1137,0.5111,0.5302
2014,9,CT,25540,"Hartford, West Hartford, East Hartford - CT",23135,18013,5122,0.2214,0.7786,0.7689,0.2209,0.5011,0.5269
2014,9,CT,35300,"New Haven, Milford - CT",14613,10672,3941,0.2697,0.7303,0.7738,0.223,0.4739,0.4336
2014,9,CT,35980,"Norwich, New London - CT",5569,4230,1339,0.2404,0.7596,0.7314,0.2358,0.4674,0.5456
2014,9,CT,49340,"Worcester - MA, CT",2415,1815,600,0.2484,0.7516,0.6667,0.2091,0.4526,0.0804
2015,1,AL,11500,"Anniston, Oxford, Jacksonville - AL",2534,1643,891,0.3516,0.6484,0.6097,0.3575,0.4743,0.603
2015,1,AL,12220,"Auburn, Opelika - AL",4654,3654,1000,0.2149,0.7851,0.6755,0.3109,0.5786,0.8056
2015,1,AL,13820,"Birmingham, Hoover - AL",31571,23123,8448,0.2676,0.7324,0.6753,0.302,0.4992,0.6269
2015,1,AL,17980,"Columbus - GA, AL",1422,986,436,0.3066,0.6934,0.3495,0.6414,0.4219,0.7426
2015,1,AL,17980,"Columbus - GA, AL",1422,986,436,0.3066,0.6934,0.3495,0.6414,0.4219,0.1435
2015,1,AL,19300,"Daphne, Fairhope, Foley - AL",8288,6403,1885,0.2274,0.7726,0.72,0.2498,0.596,
2015,1,AL,19460,Decatur - AL,3741,2586,1155,0.3087,0.6913,0.6541,0.3208,0.4924,0.6553
2015,1,AL,20020,Dothan - AL,3500,2517,983,0.2809,0.7191,0.6377,0.3357,0.464,0.5732
2015,1,AL,22520,"Florence, Muscle Shoals - AL",4148,3296,852,0.2054,0.7946,0.7413,0.2305,0.4593,0.7978
2015,1,AL,23460,Gadsden - AL,2162,1492,670,0.3099,0.6901,0.6508,0.3173,0.4783,0.5861
2015,1,AL,26620,Huntsville - AL,13779,10862,2917,0.2117,0.7883,0.5977,0.3633,0.5156,0.7533
2015,1,AL,33660,Mobile - AL,9190,6220,2970,0.3232,0.6768,0.5902,0.3762,0.4823,0.5276
2015,1,AL,33860,Montgomery - AL,9665,6738,2927,0.3028,0.6972,0.5734,0.4094,0.441,0.6391
2015,1,AL,46220,Tuscaloosa - AL,5883,4232,1651,0.2806,0.7194,0.641,0.3024,0.5052,0.7354
2015,10,DE,20100,Dover - DE,4908,3657,1251,0.2549,0.7451,0.4882,0.4613,0.4923,0.5891
2015,10,DE,41540,"Salisbury - MD, DE",8716,6898,1818,0.2086,0.7914,0.7872,0.1774,0.55,1.458
2015,10,DE,48864,"Wilmington - DE, MD, NJ",14591,11554,3037,0.2081,0.7919,0.6375,0.3499,0.4623,0.5957
2015,10,DE,48864,"Wilmington - DE, MD, NJ",14591,11554,3037,0.2081,0.7919,0.6375,0.3499,0.4623,2.9955
2015,10,DE,48864,"Wilmington - DE, MD, NJ",14591,11554,3037,0.2081,0.7919,0.6375,0.3499,0.4623,4.5941
2015,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",20387,16396,3991,0.1958,0.8042,0.8676,0.1324,0.4195,0.7774
2015,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",20387,16396,3991,0.1958,0.8042,0.8676,0.1324,0.4195,0.2508
2015,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",20387,16396,3991,0.1958,0.8042,0.8676,0.1324,0.4195,0.1762
2015,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",20387,16396,3991,0.1958,0.8042,0.8676,0.1324,0.4195,6.6952
2015,12,FL,15980,"Cape Coral, Fort Myers - FL",25428,19468,5960,0.2344,0.7656,0.7239,0.2747,0.6348,0.5651
2015,12,FL,18880,"Crestview, Fort Walton Beach, Destin - FL",11056,8750,2306,0.2086,0.7914,0.6086,0.367,0.6198,
2015,12,FL,19660,"Deltona, Daytona Beach, Ormond Beach - FL",19221,14167,5054,0.2629,0.7371,0.6547,0.3391,0.5783,0.7071
2015,12,FL,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL",48003,34315,13688,0.2851,0.7149,0.7277,0.2723,0.5418,0.455
2015,12,FL,23540,Gainesville - FL,5558,3983,1575,0.2834,0.7166,0.7145,0.2683,0.6078,0.5893
2015,12,FL,26140,Homosassa Springs - FL,4068,2829,1239,0.3046,0.6954,0.6551,0.3092,0.6126,
2015,12,FL,27260,Jacksonville - FL,45466,34190,11276,0.248,0.752,0.616,0.3749,0.579,0.5957
2015,12,FL,29460,"Lakeland, Winter Haven - FL",15588,11312,4276,0.2743,0.7257,0.5621,0.4022,0.6321,0.4751
2015,12,FL,33124,"Miami, Miami Beach, Kendall - FL",47637,31952,15685,0.3293,0.6707,0.7613,0.2386,0.5197,0.3508
2015,12,FL,34940,"Naples, Immokalee, Marco Island - FL",13444,10379,3065,0.228,0.772,0.8271,0.1618,0.6104,0.7024
2015,12,FL,35840,"North Port, Sarasota, Bradenton - FL",26510,20665,5845,0.2205,0.7795,0.7606,0.2336,0.6034,
2015,12,FL,36100,Ocala - FL,8924,6011,2913,0.3264,0.6736,0.6531,0.3078,0.5974,0.4948
2015,12,FL,36740,"Orlando, Kissimmee, Sanford - FL",69074,52051,17023,0.2464,0.7536,0.6572,0.3335,0.5894,0.5362
2015,12,FL,37340,"Palm Bay, Melbourne, Titusville - FL",18332,14070,4262,0.2325,0.7675,0.654,0.3437,0.586,0.6788
2015,12,FL,37460,Panama City - FL,6518,4642,1876,0.2878,0.7122,0.6493,0.3323,0.5971,0.6383
2015,12,FL,37860,"Pensacola, Ferry Pass, Brent - FL",13744,10442,3302,0.2403,0.7597,0.5349,0.4387,0.5681,0.6932
2015,12,FL,38940,Port St. Lucie - FL,13982,10483,3499,0.2503,0.7497,0.6492,0.3481,0.5877,0.5719
2015,12,FL,39460,Punta Gorda - FL,6396,4772,1624,0.2539,0.7461,0.719,0.2777,0.618,0.6317
2015,12,FL,42680,"Sebastian, Vero Beach - FL",4385,3403,982,0.2239,0.7761,0.7453,0.2506,0.6255,0.622
2015,12,FL,42700,Sebring - FL,1987,1379,608,0.306,0.694,0.691,0.2677,0.5954,
2015,12,FL,45220,Tallahassee - FL,7875,5903,1972,0.2504,0.7496,0.6856,0.2936,0.5619,0.5362
2015,12,FL,45300,"Tampa, St. Petersburg, Clearwater - FL",84947,63726,21221,0.2498,0.7502,0.6551,0.3391,0.588,0.5838
2015,12,FL,45540,The Villages - FL,4360,3768,592,0.1358,0.8642,0.839,0.1557,0.6773,
2015,12,FL,48424,"West Palm Beach, Boca Raton, Delray Beach - FL",39650,29516,10134,0.2556,0.7444,0.7584,0.2415,0.5565,0.589
2015,13,GA,10500,Albany - GA,2949,2108,841,0.2852,0.7148,0.6311,0.3462,0.4174,0.5284
2015,13,GA,12020,"Athens, Clarke County - GA",5178,4232,946,0.1827,0.8173,0.7719,0.2105,0.5042,0.696
2015,13,GA,12060,"Atlanta, Sandy Springs, Roswell - GA",184319,142869,41450,0.2249,0.7751,0.6532,0.3371,0.4988,0.6509
2015,13,GA,12260,"Augusta, Richmond County - GA, SC",10679,8119,2560,0.2397,0.7603,0.4794,0.5173,0.5279,0.7294
2015,13,GA,12260,"Augusta, Richmond County - GA, SC",10679,8119,2560,0.2397,0.7603,0.4794,0.5173,0.5279,1.698
2015,13,GA,15260,Brunswick - GA,3253,2514,739,0.2272,0.7728,0.7027,0.2828,0.4968,0.6641
2015,13,GA,16860,"Chattanooga - TN, GA",3951,2844,1107,0.2802,0.7198,0.6115,0.3242,0.5027,0.6024
2015,13,GA,16860,"Chattanooga - TN, GA",3951,2844,1107,0.2802,0.7198,0.6115,0.3242,0.5027,0.2297
2015,13,GA,17980,"Columbus - GA, AL",5130,3759,1371,0.2673,0.7327,0.4548,0.5386,0.4175,2.6789
2015,13,GA,17980,"Columbus - GA, AL",5130,3759,1371,0.2673,0.7327,0.4548,0.5386,0.4175,0.5178
2015,13,GA,19140,Dalton - GA,2500,1644,856,0.3424,0.6576,0.6392,0.308,0.5004,0.5276
2015,13,GA,23580,Gainesville - GA,5464,4386,1078,0.1973,0.8027,0.6508,0.3357,0.5353,0.7156
2015,13,GA,25980,Hinesville - GA,2282,1689,593,0.2599,0.7401,0.3019,0.6919,0.4518,0.7891
2015,13,GA,31420,Macon - GA,4262,2953,1309,0.3071,0.6929,0.641,0.3475,0.4305,0.4571
2015,13,GA,40660,Rome - GA,1846,1345,501,0.2714,0.7286,0.6392,0.3369,0.4902,0.5524
2015,13,GA,42340,Savannah - GA,11477,8858,2619,0.2282,0.7718,0.5516,0.4281,0.5372,0.6815
2015,13,GA,46660,Valdosta - GA,3543,2779,764,0.2156,0.7844,0.6382,0.3333,0.4728,0.6347
2015,13,GA,47580,Warner Robins - GA,5325,4141,1184,0.2223,0.7777,0.4571,0.5206,0.5005,0.8359
2015,15,HI,27980,"Kahului, Wailuku, Lahaina - HI",4150,3311,839,0.2022,0.7978,0.848,0.1386,0.4393,
2015,15,HI,46520,Urban Honolulu - HI,21238,17910,3328,0.1567,0.8433,0.713,0.2711,0.429,
2015,16,ID,14260,Boise City - ID,28480,23748,4732,0.1662,0.8338,0.6694,0.3228,0.5357,0.8252
2015,16,ID,17660,Coeur D'Alene - ID,6579,5275,1304,0.1982,0.8018,0.6577,0.3046,0.5457,0.8252
2015,16,ID,26820,Idaho Falls - ID,4622,3717,905,0.1958,0.8042,0.6514,0.3109,0.5861,0.738
2015,16,ID,30300,"Lewiston - ID, WA",1267,1012,255,0.2013,0.7987,0.6369,0.3102,0.5043,0.8024
2015,16,ID,30300,"Lewiston - ID, WA",1267,1012,255,0.2013,0.7987,0.6369,0.3102,0.5043,1.3536
2015,16,ID,30860,"Logan - UT, ID",370,292,78,0.2108,0.7892,0.627,0.2459,0.4649,0.8259
2015,16,ID,30860,"Logan - UT, ID",370,292,78,0.2108,0.7892,0.627,0.2459,0.4649,0.0892
2015,16,ID,38540,Pocatello - ID,2645,2008,637,0.2408,0.7592,0.7036,0.2877,0.549,0.6363
2015,17,IL,14010,Bloomington - IL,5492,4816,676,0.1231,0.8769,0.8095,0.1699,0.5208,
2015,17,IL,16020,"Cape Girardeau - MO, IL",51,31,20,0.3922,0.6078,0.7255,0.2549,0.4706,
2015,17,IL,16060,"Carbondale, Marion - IL",2341,1793,548,0.2341,0.7659,0.7535,0.1892,0.5425,
2015,17,IL,16580,"Champaign, Urbana - IL",5699,4968,731,0.1283,0.8717,0.8137,0.1435,0.5473,0.8026
2015,17,IL,16974,"Chicago, Naperville, Arlington Heights - IL",200642,160019,40623,0.2025,0.7975,0.8011,0.1981,0.452,0.5313
2015,17,IL,19180,Danville - IL,1307,959,348,0.2663,0.7337,0.7223,0.2234,0.495,0.6023
2015,17,IL,19340,"Davenport, Moline, Rock Island - IA, IL",5130,4223,907,0.1768,0.8232,0.7425,0.2327,0.5211,0.6741
2015,17,IL,19340,"Davenport, Moline, Rock Island - IA, IL",5130,4223,907,0.1768,0.8232,0.7425,0.2327,0.5211,0.7836
2015,17,IL,19500,Decatur - IL,2191,1795,396,0.1807,0.8193,0.7453,0.2309,0.5746,0.5854
2015,17,IL,20994,Elgin - IL,18108,14736,3372,0.1862,0.8138,0.7221,0.2749,0.4766,
2015,17,IL,28100,Kankakee - IL,2596,1957,639,0.2461,0.7539,0.7454,0.2438,0.4499,0.5693
2015,17,IL,29404,"Lake County, Kenosha County - IL, WI",21253,17401,3852,0.1812,0.8188,0.8032,0.1968,0.4344,0.6532
2015,17,IL,29404,"Lake County, Kenosha County - IL, WI",21253,17401,3852,0.1812,0.8188,0.8032,0.1968,0.4344,2.8983
2015,17,IL,37900,Peoria - IL,10281,8639,1642,0.1597,0.8403,0.7731,0.21,0.5269,0.7147
2015,17,IL,40420,Rockford - IL,7622,5939,1683,0.2208,0.7792,0.7271,0.2694,0.4896,0.5023
2015,17,IL,41180,"St. Louis - MO, IL",18604,14992,3612,0.1942,0.8058,0.6706,0.2996,0.4904,0.6063
2015,17,IL,41180,"St. Louis - MO, IL",18604,14992,3612,0.1942,0.8058,0.6706,0.2996,0.4904,0.1648
2015,17,IL,44100,Springfield - IL,6152,5372,780,0.1268,0.8732,0.7784,0.1944,0.5621,0.785
2015,18,IN,14020,Bloomington - IN,3625,2913,712,0.1964,0.8036,0.7672,0.1997,0.5148,0.5853
2015,18,IN,17140,"Cincinnati - OH, KY, IN",2016,1511,505,0.2505,0.7495,0.7009,0.2207,0.4613,0.5905
2015,18,IN,17140,"Cincinnati - OH, KY, IN",2016,1511,505,0.2505,0.7495,0.7009,0.2207,0.4613,0.1059
2015,18,IN,17140,"Cincinnati - OH, KY, IN",2016,1511,505,0.2505,0.7495,0.7009,0.2207,0.4613,0.0313
2015,18,IN,18020,Columbus - IN,2549,2102,447,0.1754,0.8246,0.7481,0.2264,0.5222,0.8913
2015,18,IN,21140,"Elkhart, Goshen - IN",5200,4005,1195,0.2298,0.7702,0.7,0.274,0.5183,0.7446
2015,18,IN,21780,"Evansville - IN, KY",7490,6008,1482,0.1979,0.8021,0.7327,0.2454,0.5003,0.7047
2015,18,IN,21780,"Evansville - IN, KY",7490,6008,1482,0.1979,0.8021,0.7327,0.2454,0.5003,4.0552
2015,18,IN,23060,Fort Wayne - IN,12285,10155,2130,0.1734,0.8266,0.6494,0.3274,0.548,0.8173
2015,18,IN,23844,Gary - IN,19106,14796,4310,0.2256,0.7744,0.6416,0.3496,0.4643,0.6453
2015,18,IN,26900,"Indianapolis, Carmel, Anderson - IN",65096,52426,12670,0.1946,0.8054,0.6682,0.3179,0.5054,0.83
2015,18,IN,29020,Kokomo - IN,2188,1750,438,0.2002,0.7998,0.6449,0.3405,0.5425,0.5679
2015,18,IN,29200,"Lafayette, West Lafayette - IN",5558,4539,1019,0.1833,0.8167,0.7127,0.2591,0.566,
2015,18,IN,31140,"Louisville, Jefferson County - KY, IN",8428,6496,1932,0.2292,0.7708,0.6388,0.3128,0.5104,0.7964
2015,18,IN,31140,"Louisville, Jefferson County - KY, IN",8428,6496,1932,0.2292,0.7708,0.6388,0.3128,0.5104,0.2038
2015,18,IN,33140,"Michigan City, La Porte - IN",2786,2059,727,0.2609,0.7391,0.6443,0.3471,0.4591,0.649
2015,18,IN,34620,Muncie - IN,2207,1687,520,0.2356,0.7644,0.6701,0.3045,0.4916,0.6528
2015,18,IN,43780,"South Bend, Mishawaka - IN, MI",6196,4857,1339,0.2161,0.7839,0.6866,0.3084,0.5119,0.6502
2015,18,IN,43780,"South Bend, Mishawaka - IN, MI",6196,4857,1339,0.2161,0.7839,0.6866,0.3084,0.5119,2.9703
2015,18,IN,45460,Terre Haute - IN,3505,2569,936,0.267,0.733,0.7041,0.2582,0.5158,0.5774
2015,19,IA,11180,Ames - IA,2251,1926,325,0.1444,0.8556,0.825,0.1346,0.5744,0.8986
2015,19,IA,16300,Cedar Rapids - IA,8965,7684,1281,0.1429,0.8571,0.8396,0.1428,0.5468,0.9283
2015,19,IA,19340,"Davenport, Moline, Rock Island - IA, IL",5435,4493,942,0.1733,0.8267,0.7588,0.2331,0.5343,0.7142
2015,19,IA,19340,"Davenport, Moline, Rock Island - IA, IL",5435,4493,942,0.1733,0.8267,0.7588,0.2331,0.5343,0.8302
2015,19,IA,19780,"Des Moines, West Des Moines - IA",23276,19839,3437,0.1477,0.8523,0.7638,0.2239,0.5578,0.9229
2015,19,IA,20220,Dubuque - IA,3087,2661,426,0.138,0.862,0.8714,0.1173,0.4914,0.9537
2015,19,IA,26980,Iowa City - IA,5044,4497,547,0.1084,0.8916,0.909,0.0678,0.593,1.1137
2015,19,IA,36540,"Omaha, Council Bluffs - NE, IA",3790,3017,773,0.204,0.796,0.6654,0.3063,0.4794,0.766
2015,19,IA,36540,"Omaha, Council Bluffs - NE, IA",3790,3017,773,0.204,0.796,0.6654,0.3063,0.4794,0.1383
2015,19,IA,43580,"Sioux City - IA, NE, SD",3388,2679,709,0.2093,0.7907,0.7819,0.1983,0.5345,1.0804
2015,19,IA,43580,"Sioux City - IA, NE, SD",3388,2679,709,0.2093,0.7907,0.7819,0.1983,0.5345,4.4874
2015,19,IA,43580,"Sioux City - IA, NE, SD",3388,2679,709,0.2093,0.7907,0.7819,0.1983,0.5345,6.3091
2015,19,IA,47940,"Waterloo, Cedar Falls - IA",5518,4703,815,0.1477,0.8523,0.8675,0.1211,0.4788,0.9686
2015,2,AK,11260,Anchorage - AK,12518,10652,1866,0.1491,0.8509,0.5549,0.4278,0.5605,0.7859
2015,2,AK,21820,Fairbanks - AK,2183,1834,349,0.1599,0.8401,0.5002,0.486,0.5809,0.6771
2015,20,KS,28140,"Kansas City - MO, KS",28360,24193,4167,0.1469,0.8531,0.7449,0.2455,0.5234,0.7863
2015,20,KS,28140,"Kansas City - MO, KS",28360,24193,4167,0.1469,0.8531,0.7449,0.2455,0.5234,0.4821
2015,20,KS,29940,Lawrence - KS,3106,2646,460,0.1481,0.8519,0.8168,0.1751,0.5238,0.825
2015,20,KS,31740,Manhattan - KS,2327,2010,317,0.1362,0.8638,0.7108,0.281,0.6124,
2015,20,KS,41140,"St. Joseph - MO, KS",160,129,31,0.1938,0.8062,0.8438,0.1312,0.3812,0.8743
2015,20,KS,41140,"St. Joseph - MO, KS",160,129,31,0.1938,0.8062,0.8438,0.1312,0.3812,0.031
2015,20,KS,45820,Topeka - KS,6064,4941,1123,0.1852,0.8148,0.7053,0.2853,0.5097,0.6502
2015,20,KS,48620,Wichita - KS,16850,13882,2968,0.1761,0.8239,0.6871,0.3004,0.5666,0.66
2015,21,KY,14540,Bowling Green - KY,4328,3435,893,0.2063,0.7937,0.7442,0.2133,0.5552,0.9787
2015,21,KY,17140,"Cincinnati - OH, KY, IN",14889,11369,3520,0.2364,0.7636,0.7032,0.2607,0.4955,4.3612
2015,21,KY,17140,"Cincinnati - OH, KY, IN",14889,11369,3520,0.2364,0.7636,0.7032,0.2607,0.4955,0.7821
2015,21,KY,17140,"Cincinnati - OH, KY, IN",14889,11369,3520,0.2364,0.7636,0.7032,0.2607,0.4955,0.231
2015,21,KY,17300,"Clarksville - TN, KY",1660,1263,397,0.2392,0.7608,0.5633,0.4006,0.5313,0.5699
2015,21,KY,17300,"Clarksville - TN, KY",1660,1263,397,0.2392,0.7608,0.5633,0.4006,0.5313,0.1817
2015,21,KY,21060,"Elizabethtown, Fort Knox - KY",4353,3241,1112,0.2555,0.7445,0.5235,0.4271,0.5105,0.8889
2015,21,KY,21780,"Evansville - IN, KY",1083,848,235,0.217,0.783,0.7387,0.2244,0.5217,0.1019
2015,21,KY,21780,"Evansville - IN, KY",1083,848,235,0.217,0.783,0.7387,0.2244,0.5217,0.5864
2015,21,KY,26580,"Huntington, Ashland - WV, KY, OH",1919,1392,527,0.2746,0.7254,0.7186,0.2371,0.4857,0.5478
2015,21,KY,26580,"Huntington, Ashland - WV, KY, OH",1919,1392,527,0.2746,0.7254,0.7186,0.2371,0.4857,0.809
2015,21,KY,26580,"Huntington, Ashland - WV, KY, OH",1919,1392,527,0.2746,0.7254,0.7186,0.2371,0.4857,0.4611
2015,21,KY,30460,"Lexington, Fayette - KY",14625,12123,2502,0.1711,0.8289,0.723,0.2423,0.5527,0.8397
2015,21,KY,31140,"Louisville, Jefferson County - KY, IN",30343,24341,6002,0.1978,0.8022,0.6922,0.2927,0.5201,2.8674
2015,21,KY,31140,"Louisville, Jefferson County - KY, IN",30343,24341,6002,0.1978,0.8022,0.6922,0.2927,0.5201,0.7336
2015,21,KY,36980,Owensboro - KY,2884,2285,599,0.2077,0.7923,0.7257,0.2448,0.5954,0.804
2015,22,LA,10780,Alexandria - LA,3637,2784,853,0.2345,0.7655,0.6797,0.2607,0.5353,0.6741
2015,22,LA,12940,Baton Rouge - LA,22411,17104,5307,0.2368,0.7632,0.6536,0.2822,0.5651,0.6841
2015,22,LA,25220,Hammond - LA,3078,2200,878,0.2853,0.7147,0.64,0.2645,0.5582,
2015,22,LA,26380,"Houma, Thibodaux - LA",5101,3815,1286,0.2521,0.7479,0.7163,0.2368,0.4936,0.768
2015,22,LA,29180,Lafayette - LA,11662,8926,2736,0.2346,0.7654,0.7092,0.2376,0.5677,1.1745
2015,22,LA,29340,Lake Charles - LA,5459,4180,1279,0.2343,0.7657,0.7058,0.2552,0.614,0.7977
2015,22,LA,33740,Monroe - LA,4275,3241,1034,0.2419,0.7581,0.7158,0.232,0.5305,0.7777
2015,22,LA,35380,"New Orleans, Metairie - LA",29808,22036,7772,0.2607,0.7393,0.6965,0.2765,0.498,0.702
2015,22,LA,43340,"Shreveport, Bossier City - LA",10513,7687,2826,0.2688,0.7312,0.6061,0.3701,0.5127,0.7481
2015,23,ME,12620,Bangor - ME,3053,2270,783,0.2565,0.7435,0.6695,0.2689,0.5306,0.5478
2015,23,ME,30340,"Lewiston, Auburn - ME",2455,1815,640,0.2607,0.7393,0.6326,0.31,0.4823,0.6432
2015,23,ME,38860,"Portland, South Portland - ME",18065,14133,3932,0.2177,0.7823,0.7698,0.1844,0.51,0.8353
2015,24,MD,12580,"Baltimore, Columbia, Towson - MD",82205,64797,17408,0.2118,0.7882,0.6497,0.3451,0.4337,0.5942
2015,24,MD,15680,"California, Lexington Park - MD",3541,2840,701,0.198,0.802,0.5114,0.412,0.4165,
2015,24,MD,19060,"Cumberland - MD, WV",1156,870,286,0.2474,0.7526,0.6644,0.2682,0.4611,0.4302
2015,24,MD,19060,"Cumberland - MD, WV",1156,870,286,0.2474,0.7526,0.6644,0.2682,0.4611,1.4029
2015,24,MD,25180,"Hagerstown, Martinsburg - MD, WV",3543,2729,814,0.2297,0.7703,0.6046,0.3435,0.4668,0.5251
2015,24,MD,25180,"Hagerstown, Martinsburg - MD, WV",3543,2729,814,0.2297,0.7703,0.6046,0.3435,0.4668,0.487
2015,24,MD,41540,"Salisbury - MD, DE",5459,4159,1300,0.2381,0.7619,0.7551,0.1967,0.5246,0.9132
2015,24,MD,43524,"Silver Spring, Frederick, Rockville - MD",41189,33925,7264,0.1764,0.8236,0.7583,0.2357,0.4104,
2015,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",37644,26676,10968,0.2914,0.7086,0.4881,0.498,0.3964,1.4354
2015,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",37644,26676,10968,0.2914,0.7086,0.4881,0.498,0.3964,0.4631
2015,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",37644,26676,10968,0.2914,0.7086,0.4881,0.498,0.3964,0.3254
2015,24,MD,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",37644,26676,10968,0.2914,0.7086,0.4881,0.498,0.3964,12.3626
2015,24,MD,48864,"Wilmington - DE, MD, NJ",2846,2093,753,0.2646,0.7354,0.5843,0.3194,0.4491,0.1162
2015,24,MD,48864,"Wilmington - DE, MD, NJ",2846,2093,753,0.2646,0.7354,0.5843,0.3194,0.4491,0.5843
2015,24,MD,48864,"Wilmington - DE, MD, NJ",2846,2093,753,0.2646,0.7354,0.5843,0.3194,0.4491,0.8961
2015,25,MA,12700,Barnstable Town - MA,9489,7922,1567,0.1651,0.8349,0.8703,0.1176,0.4776,0.77
2015,25,MA,14454,Boston - MA,55343,46228,9115,0.1647,0.8353,0.8526,0.1441,0.4375,
2015,25,MA,15764,"Cambridge, Newton, Framingham - MA",66554,57292,9262,0.1392,0.8608,0.8753,0.1241,0.436,1.4551
2015,25,MA,38340,Pittsfield - MA,2645,2078,567,0.2144,0.7856,0.8405,0.1414,0.5418,0.5445
2015,25,MA,39300,"Providence, Warwick - RI, MA",14140,11374,2766,0.1956,0.8044,0.7364,0.2555,0.4312,0.7447
2015,25,MA,39300,"Providence, Warwick - RI, MA",14140,11374,2766,0.1956,0.8044,0.7364,0.2555,0.4312,0.3408
2015,25,MA,44140,Springfield - MA,12176,9679,2497,0.2051,0.7949,0.7325,0.2576,0.497,0.5055
2015,25,MA,49340,"Worcester - MA, CT",21490,17361,4129,0.1921,0.8079,0.7678,0.2175,0.487,0.7156
2015,26,MI,11460,Ann Arbor - MI,10636,8773,1863,0.1752,0.8248,0.8356,0.1529,0.4553,0.9461
2015,26,MI,12980,Battle Creek - MI,3144,2415,729,0.2319,0.7681,0.6845,0.2828,0.4803,0.608
2015,26,MI,13020,Bay City - MI,2477,1950,527,0.2128,0.7872,0.7323,0.2418,0.457,0.6534
2015,26,MI,19804,"Detroit, Dearborn, Livonia - MI",32344,25037,7307,0.2259,0.7741,0.6753,0.3237,0.4785,0.3866
2015,26,MI,22420,Flint - MI,9680,7482,2198,0.2271,0.7729,0.6242,0.3159,0.4777,0.5607
2015,26,MI,24340,"Grand Rapids, Wyoming - MI",34071,28484,5587,0.164,0.836,0.7696,0.2116,0.5334,1.147
2015,26,MI,27100,Jackson - MI,3965,3007,958,0.2416,0.7584,0.6608,0.3037,0.4875,0.5901
2015,26,MI,28020,"Kalamazoo, Portage - MI",9175,7524,1651,0.1799,0.8201,0.743,0.2214,0.5078,0.832
2015,26,MI,29620,"Lansing, East Lansing - MI",11839,9515,2324,0.1963,0.8037,0.7101,0.2563,0.4882,0.7125
2015,26,MI,33220,Midland - MI,2112,1758,354,0.1676,0.8324,0.7339,0.2363,0.5545,
2015,26,MI,33780,Monroe - MI,4438,3353,1085,0.2445,0.7555,0.7127,0.272,0.4606,0.7798
2015,26,MI,34740,Muskegon - MI,4544,3579,965,0.2124,0.7876,0.6235,0.3396,0.5099,0.6108
2015,26,MI,35660,"Niles, Benton Harbor - MI",4214,3251,963,0.2285,0.7715,0.7807,0.1917,0.4867,0.649
2015,26,MI,40980,Saginaw - MI,3813,2931,882,0.2313,0.7687,0.696,0.2623,0.4828,0.5805
2015,26,MI,43780,"South Bend, Mishawaka - IN, MI",1450,1093,357,0.2462,0.7538,0.7448,0.1986,0.4503,0.1522
2015,26,MI,43780,"South Bend, Mishawaka - IN, MI",1450,1093,357,0.2462,0.7538,0.7448,0.1986,0.4503,0.6951
2015,26,MI,47664,"Warren, Troy, Farmington Hills - MI",89002,71800,17202,0.1933,0.8067,0.7483,0.2391,0.4474,
2015,27,MN,20260,"Duluth - MN, WI",6426,5094,1332,0.2073,0.7927,0.7658,0.2163,0.5056,0.7812
2015,27,MN,20260,"Duluth - MN, WI",6426,5094,1332,0.2073,0.7927,0.7658,0.2163,0.5056,3.7778
2015,27,MN,22020,"Fargo - ND, MN",2198,1953,245,0.1115,0.8885,0.7193,0.2643,0.606,1.1587
2015,27,MN,22020,"Fargo - ND, MN",2198,1953,245,0.1115,0.8885,0.7193,0.2643,0.606,0.5081
2015,27,MN,24220,"Grand Forks - ND, MN",777,664,113,0.1454,0.8546,0.7362,0.2214,0.4994,0.9077
2015,27,MN,24220,"Grand Forks - ND, MN",777,664,113,0.1454,0.8546,0.7362,0.2214,0.4994,0.46
